Var1,id,class,x1,y1,x2,y2
665,img_9.png,HeinekenLongNeck,5,35,132,59
666,img_10.png,HeinekenLongNeck,0.5,45,149.5,63
667,img_11.png,HeinekenLongNeck,2,35,144,72
668,img_12.png,HeinekenLongNeck,3,38,138,67
669,img_13.png,HeinekenLongNeck,48,47,102.5,63
670,img_14.png,HeinekenLongNeck,36,58,100,67
671,img_15.png,HeinekenLongNeck,2,52,137,78
672,img_16.png,HeinekenLongNeck,13,51,133,67
673,img_17.png,HeinekenLongNeck,6,50,144.5,70
674,img_18.png,HeinekenLongNeck,17,42,133.5,53
675,img_19.png,HeinekenLongNeck,0.5,54,119.5,64
676,img_20.png,HeinekenLongNeck,0.5,40,149.5,95
677,img_21.png,HeinekenLongNeck,0.5,36,150,96
678,img_22.png,HeinekenLongNeck,33,59,117.5,53
679,img_23.png,HeinekenLongNeck,75,48,57,55
680,img_24.png,HeinekenLongNeck,30,47,94,103.5
681,img_25.png,HeinekenLongNeck,29,39,115,111.5
682,img_26.png,HeinekenLongNeck,30,54,69,49
683,img_27.png,HeinekenLongNeck,46,52,53,58
684,img_28.png,HeinekenLongNeck,52,65,43,28
685,img_29.png,HeinekenLongNeck,24,45,119,50
686,img_30.png,HeinekenLongNeck,17,53,116,58
687,img_31.png,HeinekenLongNeck,64,68,35,43
688,img_32.png,HeinekenLongNeck,15,40,135,89
689,img_33.png,HeinekenLongNeck,27,64,123.5,57
690,img_34.png,HeinekenLongNeck,22,49,125,70
691,img_35.png,HeinekenLongNeck,48,42,87,84
692,img_36.png,HeinekenLongNeck,29,46,114,82
693,img_37.png,HeinekenLongNeck,24,50,124,87
694,img_38.png,HeinekenLongNeck,43,45,107.5,105.5
695,img_39.png,HeinekenLongNeck,46,61,79,51
696,img_40.png,HeinekenLongNeck,30,53,120.5,63
697,img_41.png,HeinekenLongNeck,42,53,108.5,64
698,img_42.png,HeinekenLongNeck,44,52,106.5,69
699,img_43.png,HeinekenLongNeck,36,34,114.5,98
700,img_44.png,HeinekenLongNeck,37,62,113.5,57
701,img_45.png,HeinekenLongNeck,26.3045263244291,14.4466784031639,99.8652672912676,109.153824883486
702,img_46.png,HeinekenLongNeck,26.3045263244291,14.4466784031639,99.8652672912676,109.153824883486
703,img_47.png,HeinekenLongNeck,26.3045263244291,14.4466784031639,99.8652672912676,109.153824883486
704,img_48.png,HeinekenLongNeck,36.6534702669675,20.8938968878709,70.0433765103962,75.3369614861718
705,img_49.png,HeinekenLongNeck,36.6534702669675,20.8938968878709,70.0433765103962,75.3369614861718
706,img_50.png,HeinekenLongNeck,36.6534702669675,20.8938968878709,70.0433765103962,75.3369614861718
707,img_51.png,HeinekenLongNeck,68.4086249624026,39.8321842267327,76.5764893339942,71.6809221099515
708,img_52.png,HeinekenLongNeck,68.4086249624026,39.8321842267327,76.5764893339942,71.6809221099515
709,img_53.png,HeinekenLongNeck,68.4086249624026,39.8321842267327,76.5764893339942,71.6809221099515
710,img_54.png,HeinekenLongNeck,23.9430981683784,3.85988490889228,81.9313095656613,73.7198366736135
711,img_55.png,HeinekenLongNeck,23.9430981683784,3.85988490889228,81.9313095656613,73.7198366736135
712,img_56.png,HeinekenLongNeck,23.9430981683784,3.85988490889228,81.9313095656613,73.7198366736135
713,img_57.png,HeinekenLongNeck,27.4998161658216,19.8608950392646,98.1734287520838,113.833803875551
714,img_58.png,HeinekenLongNeck,27.4998161658216,19.8608950392646,98.1734287520838,113.833803875551
715,img_59.png,HeinekenLongNeck,27.4998161658216,19.8608950392646,98.1734287520838,113.833803875551
716,img_60.png,HeinekenLongNeck,1.40583978978943,19.2567024318492,137.349468514591,74.3464058084263
717,img_61.png,HeinekenLongNeck,1.40583978978943,19.2567024318492,137.349468514591,74.3464058084263
718,img_62.png,HeinekenLongNeck,1.40583978978943,19.2567024318492,137.349468514591,74.3464058084263
719,img_63.png,HeinekenLongNeck,29.8755124811808,43.6375294346784,59.4720786356731,73.0446451245555
720,img_64.png,HeinekenLongNeck,29.8755124811808,43.6375294346784,59.4720786356731,73.0446451245555
721,img_65.png,HeinekenLongNeck,29.8755124811808,43.6375294346784,59.4720786356731,73.0446451245555
722,img_66.png,HeinekenLongNeck,33.3715171251848,24.9561761482209,79.042222508771,95.7286747401204
723,img_67.png,HeinekenLongNeck,33.3715171251848,24.9561761482209,79.042222508771,95.7286747401204
724,img_68.png,HeinekenLongNeck,33.3715171251848,24.9561761482209,79.042222508771,95.7286747401204
725,img_69.png,HeinekenLongNeck,28.744573079551,37.2365046159645,88.9475441643416,79.1065198195793
726,img_70.png,HeinekenLongNeck,28.744573079551,37.2365046159645,88.9475441643416,79.1065198195793
727,img_71.png,HeinekenLongNeck,28.744573079551,37.2365046159645,88.9475441643416,79.1065198195793
728,img_72.png,HeinekenLongNeck,18.9173930858823,26.4800723875188,112.209579264873,79.5744672305554
729,img_73.png,HeinekenLongNeck,18.9173930858823,26.4800723875188,112.209579264873,79.5744672305554
730,img_74.png,HeinekenLongNeck,18.9173930858823,26.4800723875188,112.209579264873,79.5744672305554
731,img_75.png,HeinekenLongNeck,27.2171006634012,14.6493881881749,93.4245274652993,119.983198208852
732,img_76.png,HeinekenLongNeck,27.2171006634012,14.6493881881749,93.4245274652993,119.983198208852
733,img_77.png,HeinekenLongNeck,27.2171006634012,14.6493881881749,93.4245274652993,119.983198208852
734,img_78.png,HeinekenLongNeck,26.1287693013983,12.1882954618545,91.3349760433451,124.954052900484
735,img_79.png,HeinekenLongNeck,26.1287693013983,12.1882954618545,91.3349760433451,124.954052900484
736,img_80.png,HeinekenLongNeck,26.1287693013983,12.1882954618545,91.3349760433451,124.954052900484
737,img_81.png,HeinekenLongNeck,10.8560467071741,42.6273292735247,133.441427509418,71.6842356975914
738,img_82.png,HeinekenLongNeck,10.8560467071741,42.6273292735247,133.441427509418,71.6842356975914
739,img_83.png,HeinekenLongNeck,10.8560467071741,42.6273292735247,133.441427509418,71.6842356975914
740,img_84.png,HeinekenLongNeck,8.07522116236303,32.1898685443198,95.5683084336453,70.7621205181977
741,img_85.png,HeinekenLongNeck,8.07522116236303,32.1898685443198,95.5683084336453,70.7621205181977
742,img_86.png,HeinekenLongNeck,8.07522116236303,32.1898685443198,95.5683084336453,70.7621205181977
743,img_87.png,HeinekenLongNeck,55.8077905896045,17.8876650978524,70.5053170577192,97.3679236973416
744,img_88.png,HeinekenLongNeck,55.8077905896045,17.8876650978524,70.5053170577192,97.3679236973416
745,img_89.png,HeinekenLongNeck,55.8077905896045,17.8876650978524,70.5053170577192,97.3679236973416
746,img_90.png,HeinekenLongNeck,16.1382071900921,11.6885704831988,90.1875964199024,125.801454991646
747,img_91.png,HeinekenLongNeck,16.1382071900921,11.6885704831988,90.1875964199024,125.801454991646
748,img_92.png,HeinekenLongNeck,16.1382071900921,11.6885704831988,90.1875964199024,125.801454991646
749,img_93.png,HeinekenLongNeck,22.3532790883525,19.2059731429259,89.6105773029704,111.135247163882
750,img_94.png,HeinekenLongNeck,22.3532790883525,19.2059731429259,89.6105773029704,111.135247163882
751,img_95.png,HeinekenLongNeck,22.3532790883525,19.2059731429259,89.6105773029704,111.135247163882
752,img_96.png,HeinekenLongNeck,32.2281853461364,19.7796928019176,100.122118723829,114.61978303641
753,img_97.png,HeinekenLongNeck,32.2281853461364,19.7796928019176,100.122118723829,114.61978303641
754,img_98.png,HeinekenLongNeck,32.2281853461364,19.7796928019176,100.122118723829,114.61978303641
755,img_99.png,HeinekenLongNeck,37.604807897489,28.3346667152442,89.8667071410845,96.9203861159504
756,img_100.png,HeinekenLongNeck,37.604807897489,28.3346667152442,89.8667071410845,96.9203861159504
757,img_101.png,HeinekenLongNeck,37.604807897489,28.3346667152442,89.8667071410845,96.9203861159504
758,img_102.png,HeinekenLongNeck,30.6814100991375,19.4648967171936,97.8826312394492,86.0574500237702
759,img_103.png,HeinekenLongNeck,30.6814100991375,19.4648967171936,97.8826312394492,86.0574500237702
760,img_104.png,HeinekenLongNeck,30.6814100991375,19.4648967171936,97.8826312394492,86.0574500237702
761,img_105.png,HeinekenLongNeck,27.9164506319916,4.2231645013091,111.629284275863,133.72571387573
762,img_106.png,HeinekenLongNeck,27.9164506319916,4.2231645013091,111.629284275863,133.72571387573
763,img_107.png,HeinekenLongNeck,27.9164506319916,4.2231645013091,111.629284275863,133.72571387573
764,img_108.png,HeinekenLongNeck,4.03274947646341,13.7047718176529,136.765165797038,109.249186286172
765,img_109.png,HeinekenLongNeck,4.03274947646341,13.7047718176529,136.765165797038,109.249186286172
766,img_110.png,HeinekenLongNeck,4.03274947646341,13.7047718176529,136.765165797038,109.249186286172
767,img_111.png,HeinekenLongNeck,10.3372988038097,30.5568460893725,105.930912144545,65.4246052952695
768,img_112.png,HeinekenLongNeck,10.3372988038097,30.5568460893725,105.930912144545,65.4246052952695
769,img_113.png,HeinekenLongNeck,10.3372988038097,30.5568460893725,105.930912144545,65.4246052952695
770,img_114.png,HeinekenLongNeck,33.8347505638315,62.4135921790033,56.1530644071244,56.3642437934203
771,img_115.png,HeinekenLongNeck,33.8347505638315,62.4135921790033,56.1530644071244,56.3642437934203
772,img_116.png,HeinekenLongNeck,33.8347505638315,62.4135921790033,56.1530644071244,56.3642437934203
773,img_117.png,HeinekenLongNeck,7.68506741185707,34.5501903267027,101.27888191688,97.0318467891261
774,img_118.png,HeinekenLongNeck,7.68506741185707,34.5501903267027,101.27888191688,97.0318467891261
775,img_119.png,HeinekenLongNeck,7.68506741185707,34.5501903267027,101.27888191688,97.0318467891261
776,img_120.png,HeinekenLongNeck,1.4420366974558,19.5242434936367,112.804837955854,114.080903286409
777,img_121.png,HeinekenLongNeck,1.4420366974558,19.5242434936367,112.804837955854,114.080903286409
778,img_122.png,HeinekenLongNeck,1.4420366974558,19.5242434936367,112.804837955854,114.080903286409
779,img_123.png,HeinekenLongNeck,49.0694979335306,38.7963468055548,59.3499941425367,58.6515694978668
780,img_124.png,HeinekenLongNeck,49.0694979335306,38.7963468055548,59.3499941425367,58.6515694978668
781,img_125.png,HeinekenLongNeck,49.0694979335306,38.7963468055548,59.3499941425367,58.6515694978668
782,img_126.png,HeinekenLongNeck,49.0541811110993,51.3799906935702,55.8528355554799,55.5897518382339
783,img_127.png,HeinekenLongNeck,49.0541811110993,51.3799906935702,55.8528355554799,55.5897518382339
784,img_128.png,HeinekenLongNeck,49.0541811110993,51.3799906935702,55.8528355554799,55.5897518382339
785,img_129.png,HeinekenLongNeck,55.3089707350989,55.9147569018561,40.1904939005457,31.1361230772212
786,img_130.png,HeinekenLongNeck,55.3089707350989,55.9147569018561,40.1904939005457,31.1361230772212
787,img_131.png,HeinekenLongNeck,55.3089707350989,55.9147569018561,40.1904939005457,31.1361230772212
788,img_132.png,HeinekenLongNeck,46.4398754319629,29.2002021578142,62.4142976644099,107.453516125602
789,img_133.png,HeinekenLongNeck,46.4398754319629,29.2002021578142,62.4142976644099,107.453516125602
790,img_134.png,HeinekenLongNeck,46.4398754319629,29.2002021578142,62.4142976644099,107.453516125602
791,img_135.png,HeinekenLongNeck,49.0379306105321,20.8843092663683,64.4052580510723,109.763870216669
792,img_136.png,HeinekenLongNeck,49.0379306105321,20.8843092663683,64.4052580510723,109.763870216669
793,img_137.png,HeinekenLongNeck,49.0379306105321,20.8843092663683,64.4052580510723,109.763870216669
794,img_138.png,HeinekenLongNeck,66.4045482892875,57.6517631334816,39.9457975704197,38.2412669447362
795,img_139.png,HeinekenLongNeck,66.4045482892875,57.6517631334816,39.9457975704197,38.2412669447362
796,img_140.png,HeinekenLongNeck,66.4045482892875,57.6517631334816,39.9457975704197,38.2412669447362
797,img_141.png,HeinekenLongNeck,35.9927733997284,1.61553734535932,93.8632236849783,131.308069303846
798,img_142.png,HeinekenLongNeck,35.9927733997284,1.61553734535932,93.8632236849783,131.308069303846
799,img_143.png,HeinekenLongNeck,35.9927733997284,1.61553734535932,93.8632236849783,131.308069303846
800,img_144.png,HeinekenLongNeck,52.1946767178718,19.9183124619989,78.2810797884915,102.52632106903
801,img_145.png,HeinekenLongNeck,52.1946767178718,19.9183124619989,78.2810797884915,102.52632106903
802,img_146.png,HeinekenLongNeck,52.1946767178718,19.9183124619989,78.2810797884915,102.52632106903
803,img_147.png,HeinekenLongNeck,28.8183612732524,28.2466713458567,83.011601075739,112.302765101046
804,img_148.png,HeinekenLongNeck,28.8183612732524,28.2466713458567,83.011601075739,112.302765101046
805,img_149.png,HeinekenLongNeck,28.8183612732524,28.2466713458567,83.011601075739,112.302765101046
806,img_150.png,HeinekenLongNeck,47.7909698865267,41.4058042831599,87.2888996243466,84.380492519586
807,img_151.png,HeinekenLongNeck,47.7909698865267,41.4058042831599,87.2888996243466,84.380492519586
808,img_152.png,HeinekenLongNeck,47.7909698865267,41.4058042831599,87.2888996243466,84.380492519586
809,img_153.png,HeinekenLongNeck,39.6215171251848,21.0369651048957,94.1280022870029,102.74036472899
810,img_154.png,HeinekenLongNeck,39.6215171251848,21.0369651048957,94.1280022870029,102.74036472899
811,img_155.png,HeinekenLongNeck,39.6215171251848,21.0369651048957,94.1280022870029,102.74036472899
812,img_156.png,HeinekenLongNeck,11.9199624979007,22.954087358302,90.2557878098995,121.398789057799
813,img_157.png,HeinekenLongNeck,11.9199624979007,22.954087358302,90.2557878098995,121.398789057799
814,img_158.png,HeinekenLongNeck,11.9199624979007,22.954087358302,90.2557878098995,121.398789057799
815,img_159.png,HeinekenLongNeck,19.5679178427615,43.8394710164617,106.740431040272,106.880692487521
816,img_160.png,HeinekenLongNeck,19.5679178427615,43.8394710164617,106.740431040272,106.880692487521
817,img_161.png,HeinekenLongNeck,19.5679178427615,43.8394710164617,106.740431040272,106.880692487521
818,img_162.png,HeinekenLongNeck,57.045706622842,26.3744251903684,54.1145495772881,76.0118106227488
819,img_163.png,HeinekenLongNeck,57.045706622842,26.3744251903684,54.1145495772881,76.0118106227488
820,img_164.png,HeinekenLongNeck,57.045706622842,26.3744251903684,54.1145495772881,76.0118106227488
821,img_165.png,HeinekenLongNeck,13.6943468574213,24.7266263489764,105.297054557984,78.4484862345744
822,img_166.png,HeinekenLongNeck,13.6943468574213,24.7266263489764,105.297054557984,78.4484862345744
823,img_167.png,HeinekenLongNeck,13.6943468574213,24.7266263489764,105.297054557984,78.4484862345744
824,img_168.png,HeinekenLongNeck,37.3423575353295,47.3075688149946,85.4741454979302,87.0281403323207
825,img_169.png,HeinekenLongNeck,37.3423575353295,47.3075688149946,85.4741454979302,87.0281403323207
826,img_170.png,HeinekenLongNeck,37.3423575353295,47.3075688149946,85.4741454979302,87.0281403323207
827,img_171.png,HeinekenLongNeck,32.0032963873153,45.5766076620335,77.2238609158723,98.9587005015244
828,img_172.png,HeinekenLongNeck,32.0032963873153,45.5766076620335,77.2238609158723,98.9587005015244
829,img_173.png,HeinekenLongNeck,32.0032963873153,45.5766076620335,77.2238609158723,98.9587005015244
830,img_174.png,HeinekenLongNeck,29.1175227412824,1.76558401559118,100.61859967143,112.649905764988
831,img_175.png,HeinekenLongNeck,29.1175227412824,1.76558401559118,100.61859967143,112.649905764988
832,img_176.png,HeinekenLongNeck,29.1175227412824,1.76558401559118,100.61859967143,112.649905764988
833,img_177.png,HeinekenLongNeck,28.4293786608797,16.1803235412901,87.4797881571636,83.5174022723606
834,img_178.png,HeinekenLongNeck,28.4293786608797,16.1803235412901,87.4797881571636,83.5174022723606
835,img_179.png,HeinekenLongNeck,28.4293786608797,16.1803235412901,87.4797881571636,83.5174022723606
836,img_0.png,PetraLata,40,35,75,85
837,img_1.png,PetraLata,15,48,135.5,102.5
838,img_2.png,PetraLata,12,51,138.5,99.5
839,img_3.png,PetraLata,30,61,96,59
840,img_4.png,PetraLata,24,43,99,75
841,img_5.png,PetraLata,25,51,102,69
842,img_6.png,PetraLata,36,20,79,74
843,img_7.png,PetraLata,39,34,83,82
844,img_8.png,PetraLata,43,44,104,56
845,img_9.png,PetraLata,23,37,116,71
846,img_10.png,PetraLata,35,42,104,71
847,img_11.png,PetraLata,55,43,57,78
848,img_12.png,PetraLata,43,59,104,64
849,img_13.png,PetraLata,37,62,88,77
850,img_14.png,PetraLata,48,5,81,84
851,img_15.png,PetraLata,29,38,121.5,95
852,img_16.png,PetraLata,26,8,124.5,100
853,img_17.png,PetraLata,49,64,64,42
854,img_18.png,PetraLata,66,53,55,62
855,img_19.png,PetraLata,49,63,92,55
856,img_20.png,PetraLata,51,60,74,45
857,img_21.png,PetraLata,44,52,91,58
858,img_22.png,PetraLata,59,44,47,62
859,img_23.png,PetraLata,24,74,79,57
860,img_24.png,PetraLata,44,61,64,64
861,img_25.png,PetraLata,47,76,85,57
862,img_26.png,PetraLata,38,63,100,63
863,img_27.png,PetraLata,43,59,85,52
864,img_28.png,PetraLata,53,53,74,51
865,img_29.png,PetraLata,48,49,76,51
866,img_30.png,PetraLata,51,51,87,57
867,img_31.png,PetraLata,28,63,85,71
868,img_32.png,PetraLata,28,54,53,51
869,img_33.png,PetraLata,26,46,113,83
870,img_34.png,PetraLata,30,67,120.5,83.5
871,img_35.png,PetraLata,41,79,109.5,71.5
872,img_36.png,PetraLata,50,78,100.5,72.5
873,img_37.png,PetraLata,18,72,132.5,78.5
874,img_38.png,PetraLata,30,71,120.5,79.5
875,img_39.png,PetraLata,35,80,115.5,70.5
876,img_40.png,PetraLata,8,48,126,82
877,img_41.png,PetraLata,15,57,120,77
878,img_42.png,PetraLata,51,27,70,79
879,img_43.png,PetraLata,45,57,75,53
880,img_44.png,PetraLata,41,63,49,41
881,img_45.png,PetraLata,33.2201782989845,38.1754863162875,81.928986594386,78.6676729790963
882,img_46.png,PetraLata,33.2201782989845,38.1754863162875,81.928986594386,78.6676729790963
883,img_47.png,PetraLata,33.2201782989845,38.1754863162875,81.928986594386,78.6676729790963
884,img_48.png,PetraLata,0.0397539887030618,-0.795550332555048,135.462073375177,103.469595222811
885,img_49.png,PetraLata,0.0397539887030618,-0.795550332555048,135.462073375177,103.469595222811
886,img_50.png,PetraLata,0.0397539887030618,-0.795550332555048,135.462073375177,103.469595222811
887,img_51.png,PetraLata,7.03396492687158,36.2053068759628,124.363872878629,114.600673020661
888,img_52.png,PetraLata,7.03396492687158,36.2053068759628,124.363872878629,114.600673020661
889,img_53.png,PetraLata,7.03396492687158,36.2053068759628,124.363872878629,114.600673020661
890,img_54.png,PetraLata,28.7117472332822,29.7689253221861,65.8222294591521,89.9736944310959
891,img_55.png,PetraLata,28.7117472332822,29.7689253221861,65.8222294591521,89.9736944310959
892,img_56.png,PetraLata,28.7117472332822,29.7689253221861,65.8222294591521,89.9736944310959
893,img_57.png,PetraLata,39.6449882075006,27.7816273159943,80.156724145083,94.6437174624023
894,img_58.png,PetraLata,39.6449882075006,27.7816273159943,80.156724145083,94.6437174624023
895,img_59.png,PetraLata,39.6449882075006,27.7816273159943,80.156724145083,94.6437174624023
896,img_60.png,PetraLata,28.6037694518365,31.8803793131942,77.9100355105046,93.3187790700264
897,img_61.png,PetraLata,28.6037694518365,31.8803793131942,77.9100355105046,93.3187790700264
898,img_62.png,PetraLata,28.6037694518365,31.8803793131942,77.9100355105046,93.3187790700264
899,img_63.png,PetraLata,24.8768814776551,41.965611595085,75.9699494547488,77.6006062623937
900,img_64.png,PetraLata,24.8768814776551,41.965611595085,75.9699494547488,77.6006062623937
901,img_65.png,PetraLata,24.8768814776551,41.965611595085,75.9699494547488,77.6006062623937
902,img_66.png,PetraLata,29.8575245327054,35.5411003863084,82.9707182733413,82.6445869118124
903,img_67.png,PetraLata,29.8575245327054,35.5411003863084,82.9707182733413,82.6445869118124
904,img_68.png,PetraLata,29.8575245327054,35.5411003863084,82.9707182733413,82.6445869118124
905,img_69.png,PetraLata,47.7275283530513,43.2640588197479,71.3860818807174,88.8864064140383
906,img_70.png,PetraLata,47.7275283530513,43.2640588197479,71.3860818807174,88.8864064140383
907,img_71.png,PetraLata,47.7275283530513,43.2640588197479,71.3860818807174,88.8864064140383
908,img_72.png,PetraLata,33.208306997813,17.8616459557238,83.1191505481071,104.131073583819
909,img_73.png,PetraLata,33.208306997813,17.8616459557238,83.1191505481071,104.131073583819
910,img_74.png,PetraLata,33.208306997813,17.8616459557238,83.1191505481071,104.131073583819
911,img_75.png,PetraLata,36.3756112776888,37.1483882369656,81.1835896761423,93.8538100403123
912,img_76.png,PetraLata,36.3756112776888,37.1483882369656,81.1835896761423,93.8538100403123
913,img_77.png,PetraLata,36.3756112776888,37.1483882369656,81.1835896761423,93.8538100403123
914,img_78.png,PetraLata,50.3161950912771,44.9500364069178,60.9928179030612,74.7004061303806
915,img_79.png,PetraLata,50.3161950912771,44.9500364069178,60.9928179030612,74.7004061303806
916,img_80.png,PetraLata,50.3161950912771,44.9500364069178,60.9928179030612,74.7004061303806
917,img_81.png,PetraLata,18.4281408580599,37.2854272387066,78.2180854995326,90.4995517393258
918,img_82.png,PetraLata,18.4281408580599,37.2854272387066,78.2180854995326,90.4995517393258
919,img_83.png,PetraLata,18.4281408580599,37.2854272387066,78.2180854995326,90.4995517393258
920,img_84.png,PetraLata,21.8354834417912,16.2669044291835,86.0086386773214,79.6330857321968
921,img_85.png,PetraLata,21.8354834417912,16.2669044291835,86.0086386773214,79.6330857321968
922,img_86.png,PetraLata,21.8354834417912,16.2669044291835,86.0086386773214,79.6330857321968
923,img_87.png,PetraLata,31.61587224297,57.5076245618783,81.9099955648553,83.3107904339027
924,img_88.png,PetraLata,31.61587224297,57.5076245618783,81.9099955648553,83.3107904339027
925,img_89.png,PetraLata,31.61587224297,57.5076245618783,81.9099955648553,83.3107904339027
926,img_90.png,PetraLata,25.2356990282666,5.03664224298478,103.98564654997,113.136551677733
927,img_91.png,PetraLata,25.2356990282666,5.03664224298478,103.98564654997,113.136551677733
928,img_92.png,PetraLata,25.2356990282666,5.03664224298478,103.98564654997,113.136551677733
929,img_93.png,PetraLata,30.2552461916908,12.738405619405,118.187221285051,107.234341218738
930,img_94.png,PetraLata,30.2552461916908,12.738405619405,118.187221285051,107.234341218738
931,img_95.png,PetraLata,30.2552461916908,12.738405619405,118.187221285051,107.234341218738
932,img_96.png,PetraLata,48.0020780171804,40.9690255137271,55.1797652605092,51.2836137884168
933,img_97.png,PetraLata,48.0020780171804,40.9690255137271,55.1797652605092,51.2836137884168
934,img_98.png,PetraLata,48.0020780171804,40.9690255137271,55.1797652605092,51.2836137884168
935,img_99.png,PetraLata,29.1600407313112,36.0099401118519,55.2873525305858,61.8210034778918
936,img_100.png,PetraLata,29.1600407313112,36.0099401118519,55.2873525305858,61.8210034778918
937,img_101.png,PetraLata,29.1600407313112,36.0099401118519,55.2873525305858,61.8210034778918
938,img_102.png,PetraLata,11.6785776228759,33.994058360193,87.6560794766521,59.7059192921116
939,img_103.png,PetraLata,11.6785776228759,33.994058360193,87.6560794766521,59.7059192921116
940,img_104.png,PetraLata,11.6785776228759,33.994058360193,87.6560794766521,59.7059192921116
941,img_105.png,PetraLata,36.3635478624041,38.3382159536783,64.6780957737351,54.6638977093907
942,img_106.png,PetraLata,36.3635478624041,38.3382159536783,64.6780957737351,54.6638977093907
943,img_107.png,PetraLata,36.3635478624041,38.3382159536783,64.6780957737351,54.6638977093907
944,img_108.png,PetraLata,37.8739268536383,43.5810308916554,60.8430232216279,88.6192135238083
945,img_109.png,PetraLata,37.8739268536383,43.5810308916554,60.8430232216279,88.6192135238083
946,img_110.png,PetraLata,37.8739268536383,43.5810308916554,60.8430232216279,88.6192135238083
947,img_111.png,PetraLata,50.8066496504695,52.1209997700097,55.2410709445336,53.9267208249934
948,img_112.png,PetraLata,50.8066496504695,52.1209997700097,55.2410709445336,53.9267208249934
949,img_113.png,PetraLata,50.8066496504695,52.1209997700097,55.2410709445336,53.9267208249934
950,img_114.png,PetraLata,19.2630214055903,23.7142428814502,57.6020316438747,78.9303504121185
951,img_115.png,PetraLata,19.2630214055903,23.7142428814502,57.6020316438747,78.9303504121185
952,img_116.png,PetraLata,19.2630214055903,23.7142428814502,57.6020316438747,78.9303504121185
953,img_117.png,PetraLata,29.4755501804356,38.8816574916823,64.0856382055789,64.0856382055788
954,img_118.png,PetraLata,29.4755501804356,38.8816574916823,64.0856382055789,64.0856382055788
955,img_119.png,PetraLata,29.4755501804356,38.8816574916823,64.0856382055789,64.0856382055788
956,img_120.png,PetraLata,66.1785615906575,37.4377750903004,66.6989286243272,75.8306067471384
957,img_121.png,PetraLata,66.1785615906575,37.4377750903004,66.6989286243272,75.8306067471384
958,img_122.png,PetraLata,66.1785615906575,37.4377750903004,66.6989286243272,75.8306067471384
959,img_123.png,PetraLata,48.7460005652951,15.0836795625901,73.5640117801972,90.1050959619747
960,img_124.png,PetraLata,48.7460005652951,15.0836795625901,73.5640117801972,90.1050959619747
961,img_125.png,PetraLata,48.7460005652951,15.0836795625901,73.5640117801972,90.1050959619747
962,img_126.png,PetraLata,55.3779060639267,30.1158911531328,59.5255000810034,77.8705837761414
963,img_127.png,PetraLata,55.3779060639267,30.1158911531328,59.5255000810034,77.8705837761414
964,img_128.png,PetraLata,55.3779060639267,30.1158911531328,59.5255000810034,77.8705837761414
965,img_129.png,PetraLata,27.372006017617,47.2700073769089,69.7291992430995,55.8458306473353
966,img_130.png,PetraLata,27.372006017617,47.2700073769089,69.7291992430995,55.8458306473353
967,img_131.png,PetraLata,27.372006017617,47.2700073769089,69.7291992430995,55.8458306473353
968,img_132.png,PetraLata,48.6867330317346,30.6888027370247,56.5020201381427,70.9919131952441
969,img_133.png,PetraLata,48.6867330317346,30.6888027370247,56.5020201381427,70.9919131952441
970,img_134.png,PetraLata,48.6867330317346,30.6888027370247,56.5020201381427,70.9919131952441
971,img_135.png,PetraLata,21.8042321291615,34.1740210061224,79.5927638535778,64.9097275633687
972,img_136.png,PetraLata,21.8042321291615,34.1740210061224,79.5927638535778,64.9097275633687
973,img_137.png,PetraLata,21.8042321291615,34.1740210061224,79.5927638535778,64.9097275633687
974,img_138.png,PetraLata,41.385975323985,19.3971587335853,82.9697255173173,73.831333365771
975,img_139.png,PetraLata,41.385975323985,19.3971587335853,82.9697255173173,73.831333365771
976,img_140.png,PetraLata,41.385975323985,19.3971587335853,82.9697255173173,73.831333365771
977,img_141.png,PetraLata,57.6775485647239,63.1136119610958,51.4934785975596,52.5125889498139
978,img_142.png,PetraLata,57.6775485647239,63.1136119610958,51.4934785975596,52.5125889498139
979,img_143.png,PetraLata,57.6775485647239,63.1136119610958,51.4934785975596,52.5125889498139
980,img_144.png,PetraLata,35.4325768060452,13.7664860514972,92.2611125172249,104.424284774032
981,img_145.png,PetraLata,35.4325768060452,13.7664860514972,92.2611125172249,104.424284774032
982,img_146.png,PetraLata,35.4325768060452,13.7664860514972,92.2611125172249,104.424284774032
983,img_147.png,PetraLata,6.97576847051053,39.0716831839036,92.5791801054178,111.432721622122
984,img_148.png,PetraLata,6.97576847051053,39.0716831839036,92.5791801054178,111.432721622122
985,img_149.png,PetraLata,6.97576847051053,39.0716831839036,92.5791801054178,111.432721622122
986,img_150.png,PetraLata,11.6456825477338,52.2442036963577,83.1131292791517,98.5198141377745
987,img_151.png,PetraLata,11.6456825477338,52.2442036963577,83.1131292791517,98.5198141377745
988,img_152.png,PetraLata,11.6456825477338,52.2442036963577,83.1131292791517,98.5198141377745
989,img_153.png,PetraLata,-0.894788485072383,3.93327925427198,98.3485646994662,75.5560499749381
990,img_154.png,PetraLata,-0.894788485072383,3.93327925427198,98.3485646994662,75.5560499749381
991,img_155.png,PetraLata,-0.894788485072383,3.93327925427198,98.3485646994662,75.5560499749381
992,img_156.png,PetraLata,12.7878829153769,-0.87883616836347,122.985495544724,89.0732386476562
993,img_157.png,PetraLata,12.7878829153769,-0.87883616836347,122.985495544724,89.0732386476562
